_	dash, line, low dash, low line, underdash, underline
👨🏿‍🚒	dark skin, firefighter, firetruck, male firefighter, male firefighter: dark skin, man
👩‍🚒	female firefighter, firefighter, firetruck, woman
👩🏻‍🚒	Fair skin, female firefighter, female firefighter: Fair skin, firefighter, firetruck, woman
👩🏼‍🚒	female firefighter, female firefighter: medium-fair skin, firefighter, firetruck, medium-fair skin, woman
👩🏽‍🚒	female firefighter, female firefighter: medium skin, firefighter, firetruck, medium skin, woman
👩🏾‍🚒	female firefighter, female firefighter: medium-dark skin, firefighter, firetruck, medium-dark skin, woman
👩🏿‍🚒	dark skin, female firefighter, female firefighter: dark skin, firefighter, firetruck, woman
👮🏻	Fair skin, apprehend, arrest, citation, cop, law, officer, over, police, police officer: Fair skin, pulled, undercover
👮🏼	apprehend, arrest, citation, cop, law, medium-fair skin, officer, over, police, police officer: medium-fair skin, pulled, undercover
👮🏽	apprehend, arrest, citation, cop, law, medium skin, officer, over, police, police officer: medium skin, pulled, undercover
👮🏾	apprehend, arrest, citation, cop, law, medium-dark skin, officer, over, police, police officer: medium-dark skin, pulled, undercover
👮🏿	apprehend, arrest, citation, cop, dark skin, law, officer, over, police, police officer: dark skin, pulled, undercover
👮‍♂	cop, male police officer, man, officer, police
👮🏻‍♂	Fair skin, cop, male police officer, male police officer: Fair skin, man, officer, police
👮🏼‍♂	cop, male police officer, male police officer: medium-fair skin, man, medium-fair skin, officer, police
👮🏽‍♂	cop, male police officer, male police officer: medium skin, man, medium skin, officer, police
👮🏾‍♂	cop, male police officer, male police officer: medium-dark skin, man, medium-dark skin, officer, police
👮🏿‍♂	cop, dark skin, male police officer, male police officer: dark skin, man, officer, police
👮‍♀	cop, female police officer, officer, police, woman
👮🏻‍♀	Fair skin, cop, female police officer, female police officer: Fair skin, officer, police, woman
👮🏼‍♀	cop, female police officer, female police officer: medium-fair skin, medium-fair skin, officer, police, woman
👮🏽‍♀	cop, female police officer, female police officer: medium skin, medium skin, officer, police, woman
👮🏾‍♀	cop, female police officer, female police officer: medium-dark skin, medium-dark skin, officer, police, woman
👮🏿‍♀	cop, dark skin, female police officer, female police officer: dark skin, officer, police, woman
🕵🏻	Fair skin, detective, detective: Fair skin, sleuth, spy
🕵🏼	detective, detective: medium-fair skin, medium-fair skin, sleuth, spy
🕵🏽	detective, detective: medium skin, medium skin, sleuth, spy
🕵🏾	detective, detective: medium-dark skin, medium-dark skin, sleuth, spy
🕵🏿	dark skin, detective, detective: dark skin, sleuth, spy
🕵‍♂	detective, male detective, man, spy
🕵🏻‍♂	Fair skin, detective, male detective, male detective: Fair skin, man, spy
🕵🏼‍♂	detective, male detective, male detective: medium-fair skin, man, medium-fair skin, spy
🕵🏽‍♂	detective, male detective, male detective: medium skin, man, medium skin, spy
🕵🏾‍♂	detective, male detective, male detective: medium-dark skin, man, medium-dark skin, spy
🕵🏿‍♂	dark skin, detective, male detective, male detective: dark skin, man, spy
🕵‍♀	detective, female detective, mahila jaasoos, spy, woman
🕵🏻‍♀	Fair skin, detective, female detective, female detective: Fair skin, mahila jaasoos, spy, woman
🕵🏼‍♀	detective, female detective, female detective: medium-fair skin, mahila jaasoos, medium-fair skin, spy, woman
🕵🏽‍♀	detective, female detective, female detective: medium skin, mahila jaasoos, medium skin, spy, woman
🕵🏾‍♀	detective, female detective, female detective: medium-dark skin, mahila jaasoos, medium-dark skin, spy, woman
🕵🏿‍♀	dark skin, detective, female detective, female detective: dark skin, mahila jaasoos, spy, woman
💂🏻	Fair skin, buckingham, guard, guard: Fair skin, helmet, london, palace
💂🏼	buckingham, guard, guard: medium-fair skin, helmet, london, medium-fair skin, palace
💂🏽	buckingham, guard, guard: medium skin, helmet, london, medium skin, palace
💂🏾	buckingham, guard, guard: medium-dark skin, helmet, london, medium-dark skin, palace
💂🏿	buckingham, dark skin, guard, guard: dark skin, helmet, london, palace
💂‍♂	guard, male guard, man
💂🏻‍♂	Fair skin, guard, male guard, male guard: Fair skin, man
💂🏼‍♂	guard, male guard, male guard: medium-fair skin, man, medium-fair skin
💂🏽‍♂	guard, male guard, male guard: medium skin, man, medium skin
💂🏾‍♂	guard, male guard, male guard: medium-dark skin, man, medium-dark skin
💂🏿‍♂	dark skin, guard, male guard, male guard: dark skin, man
💂‍♀	female guard, guard, woman
💂🏻‍♀	Fair skin, female guard, female guard: Fair skin, guard, woman
💂🏼‍♀	female guard, female guard: medium-fair skin, guard, medium-fair skin, woman
💂🏽‍♀	female guard, female guard: medium skin, guard, medium skin, woman
💂🏾‍♀	female guard, female guard: medium-dark skin, guard, medium-dark skin, woman
💂🏿‍♀	dark skin, female guard, female guard: dark skin, guard, woman
🥷	fighter, hidden, ninja, secret, skills, soldier, thief, war
🥷🏻	Fair skin, fighter, hidden, ninja, ninja: Fair skin, secret, skills, soldier, thief, war
🥷🏼	fighter, hidden, medium-fair skin, ninja, ninja: medium-fair skin, secret, skills, soldier, thief, war
🥷🏽	fighter, hidden, medium skin, ninja, ninja: medium skin, secret, skills, soldier, thief, war
🥷🏾	fighter, hidden, medium-dark skin, ninja, ninja: medium-dark skin, secret, skills, soldier, thief, war
🥷🏿	dark skin, fighter, hidden, ninja, ninja: dark skin, secret, skills, soldier, thief, war
👷	build, construction, fix, hat, rebuild, repair, worker
👷🏻	Fair skin, build, construction, construction worker: Fair skin, fix, hat, rebuild, repair, worker
👷🏼	build, construction, construction worker: medium-fair skin, fix, hat, medium-fair skin, rebuild, repair, worker
👷🏽	build, construction, construction worker: medium skin, fix, hat, medium skin, rebuild, repair, worker
👷🏾	build, construction, construction worker: medium-dark skin, fix, hat, medium-dark skin, rebuild, repair, worker
👷🏿	build, construction, construction worker: dark skin, dark skin, fix, hat, rebuild, repair, worker
👷‍♂	construction, male construction worker, man, worker
👷🏻‍♂	Fair skin, construction, male construction worker, male construction worker: Fair skin, man, worker
👷🏼‍♂	construction, male construction worker, male construction worker: medium-fair skin, man, medium-fair skin, worker
👷🏽‍♂	construction, male construction worker, male construction worker: medium skin, man, medium skin, worker
👷🏾‍♂	construction, male construction worker, male construction worker: medium-dark skin, man, medium-dark skin, worker
👷🏿‍♂	construction, dark skin, male construction worker, male construction worker: dark skin, man, worker
👷‍♀	construction, female construction worker, woman, worker
👷🏻‍♀	Fair skin, construction, female construction worker, female construction worker: Fair skin, woman, worker
👷🏼‍♀	construction, female construction worker, female construction worker: medium-fair skin, medium-fair skin, woman, worker
👷🏽‍♀	construction, female construction worker, female construction worker: medium skin, medium skin, woman, worker
👷🏾‍♀	construction, female construction worker, female construction worker: medium-dark skin, medium-dark skin, woman, worker
👷🏿‍♀	construction, dark skin, female construction worker, female construction worker: dark skin, woman, worker
🫅	crown wala vyakti, monarch, noble, person with crown, regal, royalty
🫅🏻	Fair skin, crown wala vyakti, crown wala vyakti: Fair skin, monarch, noble, person with crown, regal, royalty
🫅🏼	crown wala vyakti, crown wala vyakti: medium-fair skin, medium-fair skin, monarch, noble, person with crown, regal, royalty
🫅🏽	crown wala vyakti, crown wala vyakti: medium skin, medium skin, monarch, noble, person with crown, regal, royalty
🫅🏾	crown wala vyakti, crown wala vyakti: medium-dark skin, medium-dark skin, monarch, noble, person with crown, regal, royalty
🫅🏿	crown wala vyakti, crown wala vyakti: dark skin, dark skin, monarch, noble, person with crown, regal, royalty
🤴🏻	Fair skin, crown, fairy, fairytale, fantasy, king, prince, prince: Fair skin, royal, royalty, tale
🤴🏼	crown, fairy, fairytale, fantasy, king, medium-fair skin, prince, prince: medium-fair skin, royal, royalty, tale
🤴🏽	crown, fairy, fairytale, fantasy, king, medium skin, prince, prince: medium skin, royal, royalty, tale
🤴🏾	crown, fairy, fairytale, fantasy, king, medium-dark skin, prince, prince: medium-dark skin, royal, royalty, tale
🤴🏿	crown, dark skin, fairy, fairytale, fantasy, king, prince, prince: dark skin, royal, royalty, tale
👸🏻	Fair skin, crown, fairy, fairytale, fantasy, princess, princess: Fair skin, queen, royal, royalty, tale
👸🏼	crown, fairy, fairytale, fantasy, medium-fair skin, princess, princess: medium-fair skin, queen, royal, royalty, tale
👸🏽	crown, fairy, fairytale, fantasy, medium skin, princess, princess: medium skin, queen, royal, royalty, tale
👸🏾	crown, fairy, fairytale, fantasy, medium-dark skin, princess, princess: medium-dark skin, queen, royal, royalty, tale
👸🏿	crown, dark skin, fairy, fairytale, fantasy, princess, princess: dark skin, queen, royal, royalty, tale
👳	turban, turban wala vyakti
👳🏻	Fair skin, turban, turban wala vyakti, turban wala vyakti: Fair skin
👳🏼	medium-fair skin, turban, turban wala vyakti, turban wala vyakti: medium-fair skin
👳🏽	medium skin, turban, turban wala vyakti, turban wala vyakti: medium skin
👳🏾	medium-dark skin, turban, turban wala vyakti, turban wala vyakti: medium-dark skin
👳🏿	dark skin, turban, turban wala vyakti, turban wala vyakti: dark skin
👳‍♂	man, turban, turban wala aadmi
👳🏻‍♂	Fair skin, man, turban, turban wala aadmi, turban wala aadmi: Fair skin
👳🏼‍♂	man, medium-fair skin, turban, turban wala aadmi, turban wala aadmi: medium-fair skin
👳🏽‍♂	man, medium skin, turban, turban wala aadmi, turban wala aadmi: medium skin
👳🏾‍♂	man, medium-dark skin, turban, turban wala aadmi, turban wala aadmi: medium-dark skin
👳🏿‍♂	dark skin, man, turban, turban wala aadmi, turban wala aadmi: dark skin
👳‍♀	turban, turban wali mahila, woman
👳🏻‍♀	Fair skin, turban, turban wali mahila, turban wali mahila: Fair skin, woman
👳🏼‍♀	medium-fair skin, turban, turban wali mahila, turban wali mahila: medium-fair skin, woman
👳🏽‍♀	medium skin, turban, turban wali mahila, turban wali mahila: medium skin, woman
👳🏾‍♀	medium-dark skin, turban, turban wali mahila, turban wali mahila: medium-dark skin, woman
👳🏿‍♀	dark skin, turban, turban wali mahila, turban wali mahila: dark skin, woman
👲	cap, gua pi mao, hat, person, skullcap, skullcap wala aadmi, skullcap wala vyakti
👲🏻	Fair skin, cap, gua pi mao, hat, person, skullcap, skullcap wala aadmi, skullcap wala aadmi: Fair skin, skullcap wala vyakti
👲🏼	cap, gua pi mao, hat, medium-fair skin, person, skullcap, skullcap wala aadmi, skullcap wala aadmi: medium-fair skin, skullcap wala vyakti
👲🏽	cap, gua pi mao, hat, medium skin, person, skullcap, skullcap wala aadmi, skullcap wala aadmi: medium skin, skullcap wala vyakti
👲🏾	cap, gua pi mao, hat, medium-dark skin, person, skullcap, skullcap wala aadmi, skullcap wala aadmi: medium-dark skin, skullcap wala vyakti
👲🏿	cap, dark skin, gua pi mao, hat, person, skullcap, skullcap wala aadmi, skullcap wala aadmi: dark skin, skullcap wala vyakti
🧕	headscarf, headscarf pahne mahila, hijab, mantilla, tichel
🧕🏻	Fair skin, headscarf, headscarf pahne mahila, headscarf pahne mahila: Fair skin, hijab, mantilla, tichel
🧕🏼	headscarf, headscarf pahne mahila, headscarf pahne mahila: medium-fair skin, hijab, mantilla, medium-fair skin, tichel
🧕🏽	headscarf, headscarf pahne mahila, headscarf pahne mahila: medium skin, hijab, mantilla, medium skin, tichel
🧕🏾	headscarf, headscarf pahne mahila, headscarf pahne mahila: medium-dark skin, hijab, mantilla, medium-dark skin, tichel
🧕🏿	dark skin, headscarf, headscarf pahne mahila, headscarf pahne mahila: dark skin, hijab, mantilla, tichel
🤵	groom, person, suit boot mein vyakti, tuxedo
🤵🏻	Fair skin, groom, person, suit boot mein vyakti, suit boot mein vyakti: Fair skin, tuxedo
🤵🏼	groom, medium-fair skin, person, suit boot mein vyakti, suit boot mein vyakti: medium-fair skin, tuxedo
🤵🏽	groom, medium skin, person, suit boot mein vyakti, suit boot mein vyakti: medium skin, tuxedo
🤵🏾	groom, medium-dark skin, person, suit boot mein vyakti, suit boot mein vyakti: medium-dark skin, tuxedo
🤵🏿	dark skin, groom, person, suit boot mein vyakti, suit boot mein vyakti: dark skin, tuxedo
🤵‍♂	man, suit boot mein aadmi, tuxedo
🤵🏻‍♂	Fair skin, man, suit boot mein aadmi, suit boot mein aadmi: Fair skin, tuxedo
🤵🏼‍♂	man, medium-fair skin, suit boot mein aadmi, suit boot mein aadmi: medium-fair skin, tuxedo
🤵🏽‍♂	man, medium skin, suit boot mein aadmi, suit boot mein aadmi: medium skin, tuxedo
🤵🏾‍♂	man, medium-dark skin, suit boot mein aadmi, suit boot mein aadmi: medium-dark skin, tuxedo
🤵🏿‍♂	dark skin, man, suit boot mein aadmi, suit boot mein aadmi: dark skin, tuxedo
🤵‍♀	suit boot mein mahila, tuxedo, woman
🤵🏻‍♀	Fair skin, suit boot mein mahila, suit boot mein mahila: Fair skin, tuxedo, woman
🤵🏼‍♀	medium-fair skin, suit boot mein mahila, suit boot mein mahila: medium-fair skin, tuxedo, woman
🤵🏽‍♀	medium skin, suit boot mein mahila, suit boot mein mahila: medium skin, tuxedo, woman
🤵🏾‍♀	medium-dark skin, suit boot mein mahila, suit boot mein mahila: medium-dark skin, tuxedo, woman
🤵🏿‍♀	dark skin, suit boot mein mahila, suit boot mein mahila: dark skin, tuxedo, woman
👰	Ghoonghat mein bride, bride, person, person with veil, veil, wedding
👰🏻	Fair skin, Ghoonghat mein bride, Ghoonghat mein bride: Fair skin, bride, person, person with veil, veil, wedding
👰🏼	Ghoonghat mein bride, Ghoonghat mein bride: medium-fair skin, bride, medium-fair skin, person, person with veil, veil, wedding
👰🏽	Ghoonghat mein bride, Ghoonghat mein bride: medium skin, bride, medium skin, person, person with veil, veil, wedding
👰🏾	Ghoonghat mein bride, Ghoonghat mein bride: medium-dark skin, bride, medium-dark skin, person, person with veil, veil, wedding
👰🏿	Ghoonghat mein bride, Ghoonghat mein bride: dark skin, bride, dark skin, person, person with veil, veil, wedding
👰‍♂	Ghoonghat mein aadmi, aadmi, ghoonghat, parde mein aadmi
👰🏻‍♂	Fair skin, Ghoonghat mein aadmi, Ghoonghat mein aadmi: Fair skin, aadmi, ghoonghat, parde mein aadmi
👰🏼‍♂	Ghoonghat mein aadmi, Ghoonghat mein aadmi: medium-fair skin, aadmi, ghoonghat, medium-fair skin, parde mein aadmi
👰🏽‍♂	Ghoonghat mein aadmi, Ghoonghat mein aadmi: medium skin, aadmi, ghoonghat, medium skin, parde mein aadmi
👰🏾‍♂	Ghoonghat mein aadmi, Ghoonghat mein aadmi: medium-dark skin, aadmi, ghoonghat, medium-dark skin, parde mein aadmi
👰🏿‍♂	Ghoonghat mein aadmi, Ghoonghat mein aadmi: dark skin, aadmi, dark skin, ghoonghat, parde mein aadmi
👰‍♀	parde mein dulhan, veil, woman
👰🏻‍♀	Fair skin, parde mein dulhan, parde mein dulhan: Fair skin, veil, woman
👰🏼‍♀	medium-fair skin, parde mein dulhan, parde mein dulhan: medium-fair skin, veil, woman
👰🏽‍♀	medium skin, parde mein dulhan, parde mein dulhan: medium skin, veil, woman
👰🏾‍♀	medium-dark skin, parde mein dulhan, parde mein dulhan: medium-dark skin, veil, woman
👰🏿‍♀	dark skin, parde mein dulhan, parde mein dulhan: dark skin, veil, woman
🤰🏻	Fair skin, pregnant, pregnant woman: Fair skin, woman
🤰🏼	medium-fair skin, pregnant, pregnant woman: medium-fair skin, woman
🤰🏽	medium skin, pregnant, pregnant woman: medium skin, woman
🤰🏾	medium-dark skin, pregnant, pregnant woman: medium-dark skin, woman
🤰🏿	dark skin, pregnant, pregnant woman: dark skin, woman
🫃🏻	Fair skin, belly, bloated, full, man, overeat, pregnant, pregnant man: Fair skin
🫃🏼	belly, bloated, full, man, medium-fair skin, overeat, pregnant, pregnant man: medium-fair skin
🫃🏽	belly, bloated, full, man, medium skin, overeat, pregnant, pregnant man: medium skin
🫃🏾	belly, bloated, full, man, medium-dark skin, overeat, pregnant, pregnant man: medium-dark skin
🫃🏿	belly, bloated, dark skin, full, man, overeat, pregnant, pregnant man: dark skin
🫄🏻	Fair skin, belly, bloated, full, overeat, person, pregnant, pregnant person: Fair skin, stuffed
🫄🏼	belly, bloated, full, medium-fair skin, overeat, person, pregnant, pregnant person: medium-fair skin, stuffed
🫄🏽	belly, bloated, full, medium skin, overeat, person, pregnant, pregnant person: medium skin, stuffed
🫄🏾	belly, bloated, full, medium-dark skin, overeat, person, pregnant, pregnant person: medium-dark skin, stuffed
🫄🏿	belly, bloated, dark skin, full, overeat, person, pregnant, pregnant person: dark skin, stuffed
🤱🏻	Fair skin, baby, breast, breast-feeding, breast-feeding: Fair skin, feeding, mom, mother, nursing, woman
🤱🏼	baby, breast, breast-feeding, breast-feeding: medium-fair skin, feeding, medium-fair skin, mom, mother, nursing, woman
🤱🏽	baby, breast, breast-feeding, breast-feeding: medium skin, feeding, medium skin, mom, mother, nursing, woman
🤱🏾	baby, breast, breast-feeding, breast-feeding: medium-dark skin, feeding, medium-dark skin, mom, mother, nursing, woman
🤱🏿	baby, breast, breast-feeding, breast-feeding: dark skin, dark skin, feeding, mom, mother, nursing, woman
👩‍🍼	baby, baby ko feed karti mahila, feeding, nursing, woman
👩🏻‍🍼	Fair skin, baby, baby ko feed karti mahila, baby ko feed karti mahila: Fair skin, feeding, nursing, woman
👩🏼‍🍼	baby, baby ko feed karti mahila, baby ko feed karti mahila: medium-fair skin, feeding, medium-fair skin, nursing, woman
👩🏽‍🍼	baby, baby ko feed karti mahila, baby ko feed karti mahila: medium skin, feeding, medium skin, nursing, woman
👩🏾‍🍼	baby, baby ko feed karti mahila, baby ko feed karti mahila: medium-dark skin, feeding, medium-dark skin, nursing, woman
👩🏿‍🍼	baby, baby ko feed karti mahila, baby ko feed karti mahila: dark skin, dark skin, feeding, nursing, woman
👨‍🍼	baby, baby ko feed karta aadmi, feeding, man, nursing
👨🏻‍🍼	Fair skin, baby, baby ko feed karta aadmi, baby ko feed karta aadmi: Fair skin, feeding, man, nursing
👨🏼‍🍼	baby, baby ko feed karta aadmi, baby ko feed karta aadmi: medium-fair skin, feeding, man, medium-fair skin, nursing
👨🏽‍🍼	baby, baby ko feed karta aadmi, baby ko feed karta aadmi: medium skin, feeding, man, medium skin, nursing
👨🏾‍🍼	baby, baby ko feed karta aadmi, baby ko feed karta aadmi: medium-dark skin, feeding, man, medium-dark skin, nursing
👨🏿‍🍼	baby, baby ko feed karta aadmi, baby ko feed karta aadmi: dark skin, dark skin, feeding, man, nursing
🧑‍🍼	baby, baby ko feed karta vyakti, feeding, nursing, person
🧑🏻‍🍼	Fair skin, baby, baby ko feed karta vyakti, baby ko feed karta vyakti: Fair skin, feeding, nursing, person
🧑🏼‍🍼	baby, baby ko feed karta vyakti, baby ko feed karta vyakti: medium-fair skin, feeding, medium-fair skin, nursing, person
🧑🏽‍🍼	baby, baby ko feed karta vyakti, baby ko feed karta vyakti: medium skin, feeding, medium skin, nursing, person
🧑🏾‍🍼	baby, baby ko feed karta vyakti, baby ko feed karta vyakti: medium-dark skin, feeding, medium-dark skin, nursing, person
🧑🏿‍🍼	baby, baby ko feed karta vyakti, baby ko feed karta vyakti: dark skin, dark skin, feeding, nursing, person
👼🏻	Fair skin, angel, baby, baby angel: Fair skin, church, face, fairy, fairytale, fantasy, tale
👼🏼	angel, baby, baby angel: medium-fair skin, church, face, fairy, fairytale, fantasy, medium-fair skin, tale
👼🏽	angel, baby, baby angel: medium skin, church, face, fairy, fairytale, fantasy, medium skin, tale
👼🏾	angel, baby, baby angel: medium-dark skin, church, face, fairy, fairytale, fantasy, medium-dark skin, tale
👼🏿	angel, baby, baby angel: dark skin, church, dark skin, face, fairy, fairytale, fantasy, tale
🎅	Christmas, Xmas celebration, fairy, father, holiday, merry, santa, santa claus, xmas
🎅🏻	Christmas, Fair skin, Santa Claus: Fair skin, Xmas celebration, fairy, father, holiday, merry, santa, santa claus, xmas
🎅🏼	Christmas, Santa Claus: medium-fair skin, Xmas celebration, fairy, father, holiday, medium-fair skin, merry, santa, santa claus, xmas
🎅🏽	Christmas, Santa Claus: medium skin, Xmas celebration, fairy, father, holiday, medium skin, merry, santa, santa claus, xmas
🎅🏾	Christmas, Santa Claus: medium-dark skin, Xmas celebration, fairy, father, holiday, medium-dark skin, merry, santa, santa claus, xmas
🎅🏿	Christmas, Santa Claus: dark skin, Xmas celebration, dark skin, fairy, father, holiday, merry, santa, santa claus, xmas
🤶	Christmas, claus, fairy, holiday, lady santa, merry xmas, mother santa, xmas, xmas celebration
🤶🏻	Christmas, Fair skin, Mrs Claus: Fair skin, claus, fairy, holiday, lady santa, merry xmas, mother santa, xmas, xmas celebration
🤶🏼	Christmas, Mrs Claus: medium-fair skin, claus, fairy, holiday, lady santa, medium-fair skin, merry xmas, mother santa, xmas, xmas celebration
🤶🏽	Christmas, Mrs Claus: medium skin, claus, fairy, holiday, lady santa, medium skin, merry xmas, mother santa, xmas, xmas celebration
🤶🏾	Christmas, Mrs Claus: medium-dark skin, claus, fairy, holiday, lady santa, medium-dark skin, merry xmas, mother santa, xmas, xmas celebration
🤶🏿	Christmas, Mrs Claus: dark skin, claus, dark skin, fairy, holiday, lady santa, merry xmas, mother santa, xmas, xmas celebration
🧑‍🎄	Christmas, Mx, celebration, fairy, holiday, merry xmas, santa, santa claus, xmas
🧑🏻‍🎄	Christmas, Fair skin, Mx, Mx Claus: Fair skin, celebration, fairy, holiday, merry xmas, santa, santa claus, xmas
🧑🏼‍🎄	Christmas, Mx, Mx Claus: medium-fair skin, celebration, fairy, holiday, medium-fair skin, merry xmas, santa, santa claus, xmas
🧑🏽‍🎄	Christmas, Mx, Mx Claus: medium skin, celebration, fairy, holiday, medium skin, merry xmas, santa, santa claus, xmas
🧑🏾‍🎄	Christmas, Mx, Mx Claus: medium-dark skin, celebration, fairy, holiday, medium-dark skin, merry xmas, santa, santa claus, xmas
🧑🏿‍🎄	Christmas, Mx, Mx Claus: dark skin, celebration, dark skin, fairy, holiday, merry xmas, santa, santa claus, xmas
🦸🏻	Fair skin, good, hero, superhero, superhero: Fair skin, superpower
🦸🏼	good, hero, medium-fair skin, superhero, superhero: medium-fair skin, superpower
🦸🏽	good, hero, medium skin, superhero, superhero: medium skin, superpower
🦸🏾	good, hero, medium-dark skin, superhero, superhero: medium-dark skin, superpower
🦸🏿	dark skin, good, hero, superhero, superhero: dark skin, superpower
🦸🏻‍♂	Fair skin, good, hero, man, man superhero: Fair skin, superhero, superpower
🦸🏼‍♂	good, hero, man, man superhero: medium-fair skin, medium-fair skin, superhero, superpower
🦸🏽‍♂	good, hero, man, man superhero: medium skin, medium skin, superhero, superpower
🦸🏾‍♂	good, hero, man, man superhero: medium-dark skin, medium-dark skin, superhero, superpower
🦸🏿‍♂	dark skin, good, hero, man, man superhero: dark skin, superhero, superpower
🦸🏻‍♀	Fair skin, good, hero, heroine, superhero, superpower, woman, woman superhero: Fair skin
🦸🏼‍♀	good, hero, heroine, medium-fair skin, superhero, superpower, woman, woman superhero: medium-fair skin
🦸🏽‍♀	good, hero, heroine, medium skin, superhero, superpower, woman, woman superhero: medium skin
🦸🏾‍♀	good, hero, heroine, medium-dark skin, superhero, superpower, woman, woman superhero: medium-dark skin
🦸🏿‍♀	dark skin, good, hero, heroine, superhero, superpower, woman, woman superhero: dark skin
🦹🏻	Fair skin, bad, criminal, evil, superpower, supervillain, supervillain: Fair skin, villain
🦹🏼	bad, criminal, evil, medium-fair skin, superpower, supervillain, supervillain: medium-fair skin, villain
🦹🏽	bad, criminal, evil, medium skin, superpower, supervillain, supervillain: medium skin, villain
🦹🏾	bad, criminal, evil, medium-dark skin, superpower, supervillain, supervillain: medium-dark skin, villain
🦹🏿	bad, criminal, dark skin, evil, superpower, supervillain, supervillain: dark skin, villain
🦹🏻‍♂	Fair skin, bad, criminal, evil, man, man supervillain: Fair skin, superpower, supervillain, villain
🦹🏼‍♂	bad, criminal, evil, man, man supervillain: medium-fair skin, medium-fair skin, superpower, supervillain, villain
🦹🏽‍♂	bad, criminal, evil, man, man supervillain: medium skin, medium skin, superpower, supervillain, villain
🦹🏾‍♂	bad, criminal, evil, man, man supervillain: medium-dark skin, medium-dark skin, superpower, supervillain, villain
🦹🏿‍♂	bad, criminal, dark skin, evil, man, man supervillain: dark skin, superpower, supervillain, villain
🦹🏻‍♀	Fair skin, bad, criminal, evil, superpower, supervillain, villain, woman, woman supervillain: Fair skin
🦹🏼‍♀	bad, criminal, evil, medium-fair skin, superpower, supervillain, villain, woman, woman supervillain: medium-fair skin
🦹🏽‍♀	bad, criminal, evil, medium skin, superpower, supervillain, villain, woman, woman supervillain: medium skin
🦹🏾‍♀	bad, criminal, evil, medium-dark skin, superpower, supervillain, villain, woman, woman supervillain: medium-dark skin
🦹🏿‍♀	bad, criminal, dark skin, evil, superpower, supervillain, villain, woman, woman supervillain: dark skin
🧙	fantasy, magic, play, sorcerer, summon, witch, wizard
🧙🏻	Fair skin, fantasy, mage: Fair skin, magic, play, sorcerer, summon, witch, wizard
🧙🏼	fantasy, mage: medium-fair skin, magic, medium-fair skin, play, sorcerer, summon, witch, wizard
🧙🏽	fantasy, mage: medium skin, magic, medium skin, play, sorcerer, summon, witch, wizard
🧙🏾	fantasy, mage: medium-dark skin, magic, medium-dark skin, play, sorcerer, summon, witch, wizard
🧙🏿	dark skin, fantasy, mage: dark skin, magic, play, sorcerer, summon, witch, wizard
🧙🏻‍♂	Fair skin, fantasy, mage, magic, man, man mage: Fair skin, play, sorcerer, sorceress, sorcery, spell, summon, witch, wizard
🧙🏼‍♂	fantasy, mage, magic, man, man mage: medium-fair skin, medium-fair skin, play, sorcerer, sorceress, sorcery, spell, summon, witch, wizard
🧙🏽‍♂	fantasy, mage, magic, man, man mage: medium skin, medium skin, play, sorcerer, sorceress, sorcery, spell, summon, witch, wizard
🧙🏾‍♂	fantasy, mage, magic, man, man mage: medium-dark skin, medium-dark skin, play, sorcerer, sorceress, sorcery, spell, summon, witch, wizard
🧙🏿‍♂	dark skin, fantasy, mage, magic, man, man mage: dark skin, play, sorcerer, sorceress, sorcery, spell, summon, witch, wizard
🧙‍♀	fantasy, magic, play, sorcerer, summon, witch, wizard, woman
🧙🏻‍♀	Fair skin, fantasy, magic, play, sorcerer, summon, witch, wizard, woman, woman mage: Fair skin
🧙🏼‍♀	fantasy, magic, medium-fair skin, play, sorcerer, summon, witch, wizard, woman, woman mage: medium-fair skin
🧙🏽‍♀	fantasy, magic, medium skin, play, sorcerer, summon, witch, wizard, woman, woman mage: medium skin
🧙🏾‍♀	fantasy, magic, medium-dark skin, play, sorcerer, summon, witch, wizard, woman, woman mage: medium-dark skin
🧙🏿‍♀	dark skin, fantasy, magic, play, sorcerer, summon, witch, wizard, woman, woman mage: dark skin
🧚🏻	Fair skin, fairy, fairy: Fair skin, fairytale, fantasy, myth, person, pixie, tale, wings
🧚🏼	fairy, fairy: medium-fair skin, fairytale, fantasy, medium-fair skin, myth, person, pixie, tale, wings
🧚🏽	fairy, fairy: medium skin, fairytale, fantasy, medium skin, myth, person, pixie, tale, wings
🧚🏾	fairy, fairy: medium-dark skin, fairytale, fantasy, medium-dark skin, myth, person, pixie, tale, wings
🧚🏿	dark skin, fairy, fairy: dark skin, fairytale, fantasy, myth, person, pixie, tale, wings
🧚‍♂	fairy, fairytale, fantasy, flying man, myth, tale, wings
🧚🏻‍♂	Fair skin, fairy, fairytale, fantasy, flying man, man fairy: Fair skin, myth, tale, wings
🧚🏼‍♂	fairy, fairytale, fantasy, flying man, man fairy: medium-fair skin, medium-fair skin, myth, tale, wings
🧚🏽‍♂	fairy, fairytale, fantasy, flying man, man fairy: medium skin, medium skin, myth, tale, wings
🧚🏾‍♂	fairy, fairytale, fantasy, flying man, man fairy: medium-dark skin, medium-dark skin, myth, tale, wings
🧚🏿‍♂	dark skin, fairy, fairytale, fantasy, flying man, man fairy: dark skin, myth, tale, wings
🧚🏻‍♀	Fair skin, Titania, fairy, fairytale, fantasy, myth, person, pixie, tale, wings, woman, woman fairy: Fair skin
