_	dash, line, low dash, low line, underdash, underline
🧚🏼‍♀	Titania, fairy, fairytale, fantasy, medium-fair skin, myth, person, pixie, tale, wings, woman, woman fairy: medium-fair skin
🧚🏽‍♀	Titania, fairy, fairytale, fantasy, medium skin, myth, person, pixie, tale, wings, woman, woman fairy: medium skin
🧚🏾‍♀	Titania, fairy, fairytale, fantasy, medium-dark skin, myth, person, pixie, tale, wings, woman, woman fairy: medium-dark skin
🧚🏿‍♀	Titania, dark skin, fairy, fairytale, fantasy, myth, person, pixie, tale, wings, woman, woman fairy: dark skin
🧛🏻	Dracula, Fair skin, blood, fangs, halloween, scary, supernatural, teeth, undead, vampire, vampire: Fair skin
🧛🏼	Dracula, blood, fangs, halloween, medium-fair skin, scary, supernatural, teeth, undead, vampire, vampire: medium-fair skin
🧛🏽	Dracula, blood, fangs, halloween, medium skin, scary, supernatural, teeth, undead, vampire, vampire: medium skin
🧛🏾	Dracula, blood, fangs, halloween, medium-dark skin, scary, supernatural, teeth, undead, vampire, vampire: medium-dark skin
🧛🏿	Dracula, blood, dark skin, fangs, halloween, scary, supernatural, teeth, undead, vampire, vampire: dark skin
🧛🏻‍♂	Fair skin, blood, fangs, halloween, man, man vampire: Fair skin, scary, supernatural, teeth, undead, vampire
🧛🏼‍♂	blood, fangs, halloween, man, man vampire: medium-fair skin, medium-fair skin, scary, supernatural, teeth, undead, vampire
🧛🏽‍♂	blood, fangs, halloween, man, man vampire: medium skin, medium skin, scary, supernatural, teeth, undead, vampire
🧛🏾‍♂	blood, fangs, halloween, man, man vampire: medium-dark skin, medium-dark skin, scary, supernatural, teeth, undead, vampire
🧛🏿‍♂	blood, dark skin, fangs, halloween, man, man vampire: dark skin, scary, supernatural, teeth, undead, vampire
🧛🏻‍♀	Fair skin, blood, fangs, halloween, scary, supernatural, teeth, undead, vampire, woman, woman vampire: Fair skin
🧛🏼‍♀	blood, fangs, halloween, medium-fair skin, scary, supernatural, teeth, undead, vampire, woman, woman vampire: medium-fair skin
🧛🏽‍♀	blood, fangs, halloween, medium skin, scary, supernatural, teeth, undead, vampire, woman, woman vampire: medium skin
🧛🏾‍♀	blood, fangs, halloween, medium-dark skin, scary, supernatural, teeth, undead, vampire, woman, woman vampire: medium-dark skin
🧛🏿‍♀	blood, dark skin, fangs, halloween, scary, supernatural, teeth, undead, vampire, woman, woman vampire: dark skin
🧜🏻	Fair skin, creature, fairytale, folklore, merperson, merperson: Fair skin, ocean, sea, siren, trident
🧜🏼	creature, fairytale, folklore, medium-fair skin, merperson, merperson: medium-fair skin, ocean, sea, siren, trident
🧜🏽	creature, fairytale, folklore, medium skin, merperson, merperson: medium skin, ocean, sea, siren, trident
🧜🏾	creature, fairytale, folklore, medium-dark skin, merperson, merperson: medium-dark skin, ocean, sea, siren, trident
🧜🏿	creature, dark skin, fairytale, folklore, merperson, merperson: dark skin, ocean, sea, siren, trident
🧜‍♂	Neptune, creature, folklore, merman, ocean, sea, siren, trident
🧜🏻‍♂	Fair skin, Neptune, creature, folklore, merman, merman: Fair skin, ocean, sea, siren, trident
🧜🏼‍♂	Neptune, creature, folklore, medium-fair skin, merman, merman: medium-fair skin, ocean, sea, siren, trident
🧜🏽‍♂	Neptune, creature, folklore, medium skin, merman, merman: medium skin, ocean, sea, siren, trident
🧜🏾‍♂	Neptune, creature, folklore, medium-dark skin, merman, merman: medium-dark skin, ocean, sea, siren, trident
🧜🏿‍♂	Neptune, creature, dark skin, folklore, merman, merman: dark skin, ocean, sea, siren, trident
🧜🏻‍♀	Fair skin, creature, fairytale, folklore, mermaid, mermaid: Fair skin, merwoman, ocean, sea, siren, trident
🧜🏼‍♀	creature, fairytale, folklore, medium-fair skin, mermaid, mermaid: medium-fair skin, merwoman, ocean, sea, siren, trident
🧜🏽‍♀	creature, fairytale, folklore, medium skin, mermaid, mermaid: medium skin, merwoman, ocean, sea, siren, trident
🧜🏾‍♀	creature, fairytale, folklore, medium-dark skin, mermaid, mermaid: medium-dark skin, merwoman, ocean, sea, siren, trident
🧜🏿‍♀	creature, dark skin, fairytale, folklore, mermaid, mermaid: dark skin, merwoman, ocean, sea, siren, trident
🧝🏻	Fair skin, elf, elf: Fair skin, elves, enchantment, fantasy, folklore, magic, magical, myth
🧝🏼	elf, elf: medium-fair skin, elves, enchantment, fantasy, folklore, magic, magical, medium-fair skin, myth
🧝🏽	elf, elf: medium skin, elves, enchantment, fantasy, folklore, magic, magical, medium skin, myth
🧝🏾	elf, elf: medium-dark skin, elves, enchantment, fantasy, folklore, magic, magical, medium-dark skin, myth
🧝🏿	dark skin, elf, elf: dark skin, elves, enchantment, fantasy, folklore, magic, magical, myth
🧝🏻‍♂	Fair skin, elf, elves, enchantment, fantasy, folklore, magic, magical, man, man elf: Fair skin, myth
🧝🏼‍♂	elf, elves, enchantment, fantasy, folklore, magic, magical, man, man elf: medium-fair skin, medium-fair skin, myth
🧝🏽‍♂	elf, elves, enchantment, fantasy, folklore, magic, magical, man, man elf: medium skin, medium skin, myth
🧝🏾‍♂	elf, elves, enchantment, fantasy, folklore, magic, magical, man, man elf: medium-dark skin, medium-dark skin, myth
🧝🏿‍♂	dark skin, elf, elves, enchantment, fantasy, folklore, magic, magical, man, man elf: dark skin, myth
🧝🏻‍♀	Fair skin, elf, elves, enchantment, fantasy, folklore, magic, magical, myth, woman, woman elf: Fair skin
🧝🏼‍♀	elf, elves, enchantment, fantasy, folklore, magic, magical, medium-fair skin, myth, woman, woman elf: medium-fair skin
🧝🏽‍♀	elf, elves, enchantment, fantasy, folklore, magic, magical, medium skin, myth, woman, woman elf: medium skin
🧝🏾‍♀	elf, elves, enchantment, fantasy, folklore, magic, magical, medium-dark skin, myth, woman, woman elf: medium-dark skin
🧝🏿‍♀	dark skin, elf, elves, enchantment, fantasy, folklore, magic, magical, myth, woman, woman elf: dark skin
💆	face, massage, massage karwaata vyakti, salon
💆🏻	Fair skin, face, massage, massage karwaata vyakti, massage karwaata vyakti: Fair skin, salon
💆🏼	face, massage, massage karwaata vyakti, massage karwaata vyakti: medium-fair skin, medium-fair skin, salon
💆🏽	face, massage, massage karwaata vyakti, massage karwaata vyakti: medium skin, medium skin, salon
💆🏾	face, massage, massage karwaata vyakti, massage karwaata vyakti: medium-dark skin, medium-dark skin, salon
💆🏿	dark skin, face, massage, massage karwaata vyakti, massage karwaata vyakti: dark skin, salon
💆‍♂	face, man, massage, massage karwaata aadmi
💆🏻‍♂	Fair skin, face, man, massage, massage karwaata aadmi, massage karwaata aadmi: Fair skin
💆🏼‍♂	face, man, massage, massage karwaata aadmi, massage karwaata aadmi: medium-fair skin, medium-fair skin
💆🏽‍♂	face, man, massage, massage karwaata aadmi, massage karwaata aadmi: medium skin, medium skin
💆🏾‍♂	face, man, massage, massage karwaata aadmi, massage karwaata aadmi: medium-dark skin, medium-dark skin
💆🏿‍♂	dark skin, face, man, massage, massage karwaata aadmi, massage karwaata aadmi: dark skin
💆‍♀	face, massage, massage karwaati mahila, woman
💆🏻‍♀	Fair skin, face, massage, massage karwaati mahila, massage karwaati mahila: Fair skin, woman
💆🏼‍♀	face, massage, massage karwaati mahila, massage karwaati mahila: medium-fair skin, medium-fair skin, woman
💆🏽‍♀	face, massage, massage karwaati mahila, massage karwaati mahila: medium skin, medium skin, woman
💆🏾‍♀	face, massage, massage karwaati mahila, massage karwaati mahila: medium-dark skin, medium-dark skin, woman
💆🏿‍♀	dark skin, face, massage, massage karwaati mahila, massage karwaati mahila: dark skin, woman
💇	barber, beauty, haircut, haircut leta vyakti, parlor
💇🏻	Fair skin, barber, beauty, haircut, haircut leta vyakti, haircut leta vyakti: Fair skin, parlor
💇🏼	barber, beauty, haircut, haircut leta vyakti, haircut leta vyakti: medium-fair skin, medium-fair skin, parlor
💇🏽	barber, beauty, haircut, haircut leta vyakti, haircut leta vyakti: medium skin, medium skin, parlor
💇🏾	barber, beauty, haircut, haircut leta vyakti, haircut leta vyakti: medium-dark skin, medium-dark skin, parlor
💇🏿	barber, beauty, dark skin, haircut, haircut leta vyakti, haircut leta vyakti: dark skin, parlor
💇‍♂	haircut, haircut leta aadmi, man
💇🏻‍♂	Fair skin, haircut, haircut leta aadmi, haircut leta aadmi: Fair skin, man
💇🏼‍♂	haircut, haircut leta aadmi, haircut leta aadmi: medium-fair skin, man, medium-fair skin
💇🏽‍♂	haircut, haircut leta aadmi, haircut leta aadmi: medium skin, man, medium skin
💇🏾‍♂	haircut, haircut leta aadmi, haircut leta aadmi: medium-dark skin, man, medium-dark skin
💇🏿‍♂	dark skin, haircut, haircut leta aadmi, haircut leta aadmi: dark skin, man
💇‍♀	haircut, haircut leti mahila, woman
💇🏻‍♀	Fair skin, haircut, haircut leti mahila, haircut leti mahila: Fair skin, woman
💇🏼‍♀	haircut, haircut leti mahila, haircut leti mahila: medium-fair skin, medium-fair skin, woman
💇🏽‍♀	haircut, haircut leti mahila, haircut leti mahila: medium skin, medium skin, woman
💇🏾‍♀	haircut, haircut leti mahila, haircut leti mahila: medium-dark skin, medium-dark skin, woman
💇🏿‍♀	dark skin, haircut, haircut leti mahila, haircut leti mahila: dark skin, woman
🚶	hike, walk, walk karta vyakti, walking
🚶🏻	Fair skin, hike, walk, walk karta vyakti, walk karta vyakti: Fair skin, walking
🚶🏼	hike, medium-fair skin, walk, walk karta vyakti, walk karta vyakti: medium-fair skin, walking
🚶🏽	hike, medium skin, walk, walk karta vyakti, walk karta vyakti: medium skin, walking
🚶🏾	hike, medium-dark skin, walk, walk karta vyakti, walk karta vyakti: medium-dark skin, walking
🚶🏿	dark skin, hike, walk, walk karta vyakti, walk karta vyakti: dark skin, walking
🚶‍♂	hike, man, walk, walk karta aadmi
🚶🏻‍♂	Fair skin, hike, man, walk, walk karta aadmi, walk karta aadmi: Fair skin
🚶🏼‍♂	hike, man, medium-fair skin, walk, walk karta aadmi, walk karta aadmi: medium-fair skin
🚶🏽‍♂	hike, man, medium skin, walk, walk karta aadmi, walk karta aadmi: medium skin
🚶🏾‍♂	hike, man, medium-dark skin, walk, walk karta aadmi, walk karta aadmi: medium-dark skin
🚶🏿‍♂	dark skin, hike, man, walk, walk karta aadmi, walk karta aadmi: dark skin
🚶‍♀	hike, walk, walk karti mahila, woman
🚶🏻‍♀	Fair skin, hike, walk, walk karti mahila, walk karti mahila: Fair skin, woman
🚶🏼‍♀	hike, medium-fair skin, walk, walk karti mahila, walk karti mahila: medium-fair skin, woman
🚶🏽‍♀	hike, medium skin, walk, walk karti mahila, walk karti mahila: medium skin, woman
🚶🏾‍♀	hike, medium-dark skin, walk, walk karti mahila, walk karti mahila: medium-dark skin, woman
🚶🏿‍♀	dark skin, hike, walk, walk karti mahila, walk karti mahila: dark skin, woman
🚶‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶🏻‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶🏼‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶🏽‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶🏾‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶🏿‍➡	hike, walk, walk karta vyakti, walk karta vyakti facing right, walking
🚶‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶🏻‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶🏼‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶🏽‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶🏾‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶🏿‍♀‍➡	hike, walk, walk karti mahila, walk karti mahila facing right, woman
🚶‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🚶🏻‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🚶🏼‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🚶🏽‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🚶🏾‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🚶🏿‍♂‍➡	hike, man, walk, walk karta aadmi, walk karta aadmi facing right
🧍	khada hua vyakti, stand, standing
🧍🏻	Fair skin, khada hua vyakti, khada hua vyakti: Fair skin, stand, standing
🧍🏼	khada hua vyakti, khada hua vyakti: medium-fair skin, medium-fair skin, stand, standing
🧍🏽	khada hua vyakti, khada hua vyakti: medium skin, medium skin, stand, standing
🧍🏾	khada hua vyakti, khada hua vyakti: medium-dark skin, medium-dark skin, stand, standing
🧍🏿	dark skin, khada hua vyakti, khada hua vyakti: dark skin, stand, standing
🧍‍♂	khada aadmi, man
🧍🏻‍♂	Fair skin, khada aadmi, khada aadmi: Fair skin, man
🧍🏼‍♂	khada aadmi, khada aadmi: medium-fair skin, man, medium-fair skin
🧍🏽‍♂	khada aadmi, khada aadmi: medium skin, man, medium skin
🧍🏾‍♂	khada aadmi, khada aadmi: medium-dark skin, man, medium-dark skin
🧍🏿‍♂	dark skin, khada aadmi, khada aadmi: dark skin, man
🧍‍♀	khadi aurat, standing
🧍🏻‍♀	Fair skin, khadi aurat, khadi aurat: Fair skin, standing
🧍🏼‍♀	khadi aurat, khadi aurat: medium-fair skin, medium-fair skin, standing
🧍🏽‍♀	khadi aurat, khadi aurat: medium skin, medium skin, standing
🧍🏾‍♀	khadi aurat, khadi aurat: medium-dark skin, medium-dark skin, standing
🧍🏿‍♀	dark skin, khadi aurat, khadi aurat: dark skin, standing
🧎	kneel, kneeling, knees par baitha vyakti
🧎🏻	Fair skin, kneel, kneeling, knees par baitha vyakti, knees par baitha vyakti: Fair skin
🧎🏼	kneel, kneeling, knees par baitha vyakti, knees par baitha vyakti: medium-fair skin, medium-fair skin
🧎🏽	kneel, kneeling, knees par baitha vyakti, knees par baitha vyakti: medium skin, medium skin
🧎🏾	kneel, kneeling, knees par baitha vyakti, knees par baitha vyakti: medium-dark skin, medium-dark skin
🧎🏿	dark skin, kneel, kneeling, knees par baitha vyakti, knees par baitha vyakti: dark skin
🧎‍♂	aadmi, knees par baitha aadmi, knees par baithna
🧎🏻‍♂	Fair skin, aadmi, knees par baitha aadmi, knees par baitha aadmi: Fair skin, knees par baithna
🧎🏼‍♂	aadmi, knees par baitha aadmi, knees par baitha aadmi: medium-fair skin, knees par baithna, medium-fair skin
🧎🏽‍♂	aadmi, knees par baitha aadmi, knees par baitha aadmi: medium skin, knees par baithna, medium skin
