‾	اوور اسٹرائیک, اوور لائن, خط اشتراک
👩🏻‍🌾	باغ, باغات, باغبان, باغیچہ, جلد کی ہلکی رنگت, خاتون, شغل, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی ہلکی رنگت, لوگ, پیشہ, کاشت کار, کسان, کھلیہان, کھیت, گلستان, گلشن
👩🏼‍🌾	باغ, باغات, باغبان, باغیچہ, جلد کی درمیانی -ہلکی رنگت, خاتون, شغل, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی -ہلکی رنگت, لوگ, پیشہ, کاشت کار, کسان, کھلیہان, کھیت, گلستان, گلشن
👩🏽‍🌾	باغ, باغات, باغبان, باغیچہ, جلد کی درمیانی رنگت, خاتون, شغل, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی رنگت, لوگ, پیشہ, کاشت کار, کسان, کھلیہان, کھیت, گلستان, گلشن
👩🏾‍🌾	باغ, باغات, باغبان, باغیچہ, جلد کی درمیانی سیاہ رنگت, خاتون, شغل, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی سیاہ رنگت, لوگ, پیشہ, کاشت کار, کسان, کھلیہان, کھیت, گلستان, گلشن
👩🏿‍🌾	باغ, باغات, باغبان, باغیچہ, جلد کی سیاہ رنگت, خاتون, شغل, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی سیاہ رنگت, لوگ, پیشہ, کاشت کار, کسان, کھلیہان, کھیت, گلستان, گلشن
🧑‍🍳	باورچی, شیف
🧑🏻‍🍳	باورچی, باورچی: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, شیف
🧑🏼‍🍳	باورچی, باورچی: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, شیف
🧑🏽‍🍳	باورچی, باورچی: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, شیف
🧑🏾‍🍳	باورچی, باورچی: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, شیف
🧑🏿‍🍳	باورچی, باورچی: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, شیف
👨‍🍳	باورچی, خان ساماں, شیف, لوگ, مرد, مرد باورچی
👨🏻‍🍳	باورچی, جلد کی ہلکی رنگت, خان ساماں, شیف, لوگ, مرد, مرد باورچی: جلد کی ہلکی رنگت
👨🏼‍🍳	باورچی, جلد کی درمیانی -ہلکی رنگت, خان ساماں, شیف, لوگ, مرد, مرد باورچی: جلد کی درمیانی -ہلکی رنگت
👨🏽‍🍳	باورچی, جلد کی درمیانی رنگت, خان ساماں, شیف, لوگ, مرد, مرد باورچی: جلد کی درمیانی رنگت
👨🏾‍🍳	باورچی, جلد کی درمیانی سیاہ رنگت, خان ساماں, شیف, لوگ, مرد, مرد باورچی: جلد کی درمیانی سیاہ رنگت
👨🏿‍🍳	باورچی, جلد کی سیاہ رنگت, خان ساماں, شیف, لوگ, مرد, مرد باورچی: جلد کی سیاہ رنگت
👩‍🍳	باورچی, بورچی خانہ, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی, لوگ, پیشہ, کھانا پکانے والی
👩🏻‍🍳	باورچی, بورچی خانہ, جلد کی ہلکی رنگت, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی: جلد کی ہلکی رنگت, لوگ, پیشہ, کھانا پکانے والی
👩🏼‍🍳	باورچی, بورچی خانہ, جلد کی درمیانی -ہلکی رنگت, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی: جلد کی درمیانی -ہلکی رنگت, لوگ, پیشہ, کھانا پکانے والی
👩🏽‍🍳	باورچی, بورچی خانہ, جلد کی درمیانی رنگت, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی: جلد کی درمیانی رنگت, لوگ, پیشہ, کھانا پکانے والی
👩🏾‍🍳	باورچی, بورچی خانہ, جلد کی درمیانی سیاہ رنگت, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی: جلد کی درمیانی سیاہ رنگت, لوگ, پیشہ, کھانا پکانے والی
👩🏿‍🍳	باورچی, بورچی خانہ, جلد کی سیاہ رنگت, خاتون, خاتونِ خانہ, خانساماں, شغل, شیف, عورت, عورت باورچی: جلد کی سیاہ رنگت, لوگ, پیشہ, کھانا پکانے والی
🧑‍🔧	الیکٹریشن, مکینک, پلمبر, کاریگر
🧑🏻‍🔧	الیکٹریشن, جلد کی ہلکی رنگت, مکینک, مکینک: جلد کی ہلکی رنگت, پلمبر, کاریگر
🧑🏼‍🔧	الیکٹریشن, جلد کی درمیانی -ہلکی رنگت, مکینک, مکینک: جلد کی درمیانی -ہلکی رنگت, پلمبر, کاریگر
🧑🏽‍🔧	الیکٹریشن, جلد کی درمیانی رنگت, مکینک, مکینک: جلد کی درمیانی رنگت, پلمبر, کاریگر
🧑🏾‍🔧	الیکٹریشن, جلد کی درمیانی سیاہ رنگت, مکینک, مکینک: جلد کی درمیانی سیاہ رنگت, پلمبر, کاریگر
🧑🏿‍🔧	الیکٹریشن, جلد کی سیاہ رنگت, مکینک, مکینک: جلد کی سیاہ رنگت, پلمبر, کاریگر
👨‍🔧	الیکٹریشن, لوگ, مرد, مرد مکینک, مکینک, پلمبر, کاریگر
👨🏻‍🔧	الیکٹریشن, جلد کی ہلکی رنگت, لوگ, مرد, مرد مکینک: جلد کی ہلکی رنگت, مکینک, پلمبر, کاریگر
👨🏼‍🔧	الیکٹریشن, جلد کی درمیانی -ہلکی رنگت, لوگ, مرد, مرد مکینک: جلد کی درمیانی -ہلکی رنگت, مکینک, پلمبر, کاریگر
👨🏽‍🔧	الیکٹریشن, جلد کی درمیانی رنگت, لوگ, مرد, مرد مکینک: جلد کی درمیانی رنگت, مکینک, پلمبر, کاریگر
👨🏾‍🔧	الیکٹریشن, جلد کی درمیانی سیاہ رنگت, لوگ, مرد, مرد مکینک: جلد کی درمیانی سیاہ رنگت, مکینک, پلمبر, کاریگر
👨🏿‍🔧	الیکٹریشن, جلد کی سیاہ رنگت, لوگ, مرد, مرد مکینک: جلد کی سیاہ رنگت, مکینک, پلمبر, کاریگر
👩‍🔧	الیکٹریشن, خاتون, شغل, عورت, عورت مکینک, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
👩🏻‍🔧	الیکٹریشن, جلد کی ہلکی رنگت, خاتون, شغل, عورت, عورت مکینک: جلد کی ہلکی رنگت, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
👩🏼‍🔧	الیکٹریشن, جلد کی درمیانی -ہلکی رنگت, خاتون, شغل, عورت, عورت مکینک: جلد کی درمیانی -ہلکی رنگت, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
👩🏽‍🔧	الیکٹریشن, جلد کی درمیانی رنگت, خاتون, شغل, عورت, عورت مکینک: جلد کی درمیانی رنگت, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
👩🏾‍🔧	الیکٹریشن, جلد کی درمیانی سیاہ رنگت, خاتون, شغل, عورت, عورت مکینک: جلد کی درمیانی سیاہ رنگت, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
👩🏿‍🔧	الیکٹریشن, جلد کی سیاہ رنگت, خاتون, شغل, عورت, عورت مکینک: جلد کی سیاہ رنگت, لوگ, مرد, مکینک, پلمبر, پیشہ, کارکن, کاریگر
🧑‍🏭	اسمبلی, صنعتی, فیکٹری, فیکٹری ورکر, کارکن
🧑🏻‍🏭	اسمبلی, جلد کی ہلکی رنگت, صنعتی, فیکٹری, فیکٹری ورکر, فیکٹری ورکر: جلد کی ہلکی رنگت, کارکن
🧑🏼‍🏭	اسمبلی, جلد کی درمیانی -ہلکی رنگت, صنعتی, فیکٹری, فیکٹری ورکر, فیکٹری ورکر: جلد کی درمیانی -ہلکی رنگت, کارکن
🧑🏽‍🏭	اسمبلی, جلد کی درمیانی رنگت, صنعتی, فیکٹری, فیکٹری ورکر, فیکٹری ورکر: جلد کی درمیانی رنگت, کارکن
🧑🏾‍🏭	اسمبلی, جلد کی درمیانی سیاہ رنگت, صنعتی, فیکٹری, فیکٹری ورکر, فیکٹری ورکر: جلد کی درمیانی سیاہ رنگت, کارکن
🧑🏿‍🏭	اسمبلی, جلد کی سیاہ رنگت, صنعتی, فیکٹری, فیکٹری ورکر, فیکٹری ورکر: جلد کی سیاہ رنگت, کارکن
👨‍🏭	فیکٹری, لوگ, مرد, مرد فیکٹری کارکن, کارکن, کاریگر
👨🏻‍🏭	جلد کی ہلکی رنگت, فیکٹری, لوگ, مرد, مرد فیکٹری کارکن: جلد کی ہلکی رنگت, کارکن, کاریگر
👨🏼‍🏭	جلد کی درمیانی -ہلکی رنگت, فیکٹری, لوگ, مرد, مرد فیکٹری کارکن: جلد کی درمیانی -ہلکی رنگت, کارکن, کاریگر
👨🏽‍🏭	جلد کی درمیانی رنگت, فیکٹری, لوگ, مرد, مرد فیکٹری کارکن: جلد کی درمیانی رنگت, کارکن, کاریگر
👨🏾‍🏭	جلد کی درمیانی سیاہ رنگت, فیکٹری, لوگ, مرد, مرد فیکٹری کارکن: جلد کی درمیانی سیاہ رنگت, کارکن, کاریگر
👨🏿‍🏭	جلد کی سیاہ رنگت, فیکٹری, لوگ, مرد, مرد فیکٹری کارکن: جلد کی سیاہ رنگت, کارکن, کاریگر
👩‍🏭	عورت, عورت فیکٹری کارکن, فیکٹری, لوگ, کارکن, کاریگر
👩🏻‍🏭	جلد کی ہلکی رنگت, عورت, عورت فیکٹری کارکن: جلد کی ہلکی رنگت, فیکٹری, لوگ, کارکن, کاریگر
👩🏼‍🏭	جلد کی درمیانی -ہلکی رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی -ہلکی رنگت, فیکٹری, لوگ, کارکن, کاریگر
👩🏽‍🏭	جلد کی درمیانی رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی رنگت, فیکٹری, لوگ, کارکن, کاریگر
👩🏾‍🏭	جلد کی درمیانی سیاہ رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی سیاہ رنگت, فیکٹری, لوگ, کارکن, کاریگر
👩🏿‍🏭	جلد کی سیاہ رنگت, عورت, عورت فیکٹری کارکن: جلد کی سیاہ رنگت, فیکٹری, لوگ, کارکن, کاریگر
🧑‍💼	آفس ورکر, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
🧑🏻‍💼	آفس ورکر, آفس ورکر: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
🧑🏼‍💼	آفس ورکر, آفس ورکر: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
🧑🏽‍💼	آفس ورکر, آفس ورکر: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
🧑🏾‍💼	آفس ورکر, آفس ورکر: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
🧑🏿‍💼	آفس ورکر, آفس ورکر: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, ماہر تعمیرات, مینیجر, وائٹ کالر, کاروبار
👨‍💼	بزنس, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👨🏻‍💼	بزنس, جلد کی ہلکی رنگت, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن: جلد کی ہلکی رنگت, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👨🏼‍💼	بزنس, جلد کی درمیانی -ہلکی رنگت, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن: جلد کی درمیانی -ہلکی رنگت, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👨🏽‍💼	بزنس, جلد کی درمیانی رنگت, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن: جلد کی درمیانی رنگت, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👨🏾‍💼	بزنس, جلد کی درمیانی سیاہ رنگت, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن: جلد کی درمیانی سیاہ رنگت, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👨🏿‍💼	بزنس, جلد کی سیاہ رنگت, دفتر, لوگ, ماہرِ تعمیرات, مرد, مرد دفتر کارکن: جلد کی سیاہ رنگت, ملازم, منتظم, کاروبار, کاروبار کے لیے, کارکن
👩‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
👩🏻‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, جلد کی ہلکی رنگت, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن: جلد کی ہلکی رنگت, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
👩🏼‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, جلد کی درمیانی -ہلکی رنگت, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن: جلد کی درمیانی -ہلکی رنگت, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
👩🏽‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, جلد کی درمیانی رنگت, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن: جلد کی درمیانی رنگت, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
👩🏾‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, جلد کی درمیانی سیاہ رنگت, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن: جلد کی درمیانی سیاہ رنگت, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
👩🏿‍💼	آرکی ٹیکٹ, آفس, انتظام, بزنس, جلد کی سیاہ رنگت, خاتون, دفتر, شغل, عورت, عورت دفتر کارکن: جلد کی سیاہ رنگت, لوگ, معزز, ملازم, منتظمہ, منیجر, پیشہ, کاروبار, کارکن
🧑‍🔬	انجینیئر, سائنسدان, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
🧑🏻‍🔬	انجینیئر, جلد کی ہلکی رنگت, سائنسدان, سائنسدان: جلد کی ہلکی رنگت, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
🧑🏼‍🔬	انجینیئر, جلد کی درمیانی -ہلکی رنگت, سائنسدان, سائنسدان: جلد کی درمیانی -ہلکی رنگت, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
🧑🏽‍🔬	انجینیئر, جلد کی درمیانی رنگت, سائنسدان, سائنسدان: جلد کی درمیانی رنگت, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
🧑🏾‍🔬	انجینیئر, جلد کی درمیانی سیاہ رنگت, سائنسدان, سائنسدان: جلد کی درمیانی سیاہ رنگت, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
🧑🏿‍🔬	انجینیئر, جلد کی سیاہ رنگت, سائنسدان, سائنسدان: جلد کی سیاہ رنگت, ماہر حیاتیات, ماہر طبیعات, کیمسٹ
👨‍🔬	اعداد, انجینئر, بیالوجسٹ, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان, کیمسٹ, کیمیاداں
👨🏻‍🔬	اعداد, انجینئر, بیالوجسٹ, جلد کی ہلکی رنگت, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان: جلد کی ہلکی رنگت, کیمسٹ, کیمیاداں
👨🏼‍🔬	اعداد, انجینئر, بیالوجسٹ, جلد کی درمیانی -ہلکی رنگت, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان: جلد کی درمیانی -ہلکی رنگت, کیمسٹ, کیمیاداں
👨🏽‍🔬	اعداد, انجینئر, بیالوجسٹ, جلد کی درمیانی رنگت, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان: جلد کی درمیانی رنگت, کیمسٹ, کیمیاداں
👨🏾‍🔬	اعداد, انجینئر, بیالوجسٹ, جلد کی درمیانی سیاہ رنگت, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان: جلد کی درمیانی سیاہ رنگت, کیمسٹ, کیمیاداں
👨🏿‍🔬	اعداد, انجینئر, بیالوجسٹ, جلد کی سیاہ رنگت, حیاتیات, دوا فروش, ریاضی, سائنس دان, سائنسدان, شماریات, علم ریاضی, لوگ, ماہرِ طبیعیات, مرد, مرد سائنسدان: جلد کی سیاہ رنگت, کیمسٹ, کیمیاداں
👩‍🔬	انجینئر, بیالوجسٹ, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
👩🏻‍🔬	انجینئر, بیالوجسٹ, جلد کی ہلکی رنگت, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان: جلد کی ہلکی رنگت, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
👩🏼‍🔬	انجینئر, بیالوجسٹ, جلد کی درمیانی -ہلکی رنگت, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان: جلد کی درمیانی -ہلکی رنگت, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
👩🏽‍🔬	انجینئر, بیالوجسٹ, جلد کی درمیانی رنگت, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان: جلد کی درمیانی رنگت, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
👩🏾‍🔬	انجینئر, بیالوجسٹ, جلد کی درمیانی سیاہ رنگت, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان: جلد کی درمیانی سیاہ رنگت, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
👩🏿‍🔬	انجینئر, بیالوجسٹ, جلد کی سیاہ رنگت, حیاتیات, خاتون, خاتون کیمیا گر, سائنسدان, شغل, عورت, عورت سائنسدان: جلد کی سیاہ رنگت, لوگ, ماہرِ حیاتیات, ماہرِ طبعیات, پیشہ, کیمسٹ, کیمیاداں
🧑‍💻	،موجد, سافٹ ویئر, ٹیکنالوجسٹ, ڈویلپر, کوڈر
🧑🏻‍💻	،موجد, جلد کی ہلکی رنگت, سافٹ ویئر, ٹیکنالوجسٹ, ٹیکنالوجسٹ: جلد کی ہلکی رنگت, ڈویلپر, کوڈر
🧑🏼‍💻	،موجد, جلد کی درمیانی -ہلکی رنگت, سافٹ ویئر, ٹیکنالوجسٹ, ٹیکنالوجسٹ: جلد کی درمیانی -ہلکی رنگت, ڈویلپر, کوڈر
🧑🏽‍💻	،موجد, جلد کی درمیانی رنگت, سافٹ ویئر, ٹیکنالوجسٹ, ٹیکنالوجسٹ: جلد کی درمیانی رنگت, ڈویلپر, کوڈر
🧑🏾‍💻	،موجد, جلد کی درمیانی سیاہ رنگت, سافٹ ویئر, ٹیکنالوجسٹ, ٹیکنالوجسٹ: جلد کی درمیانی سیاہ رنگت, ڈویلپر, کوڈر
🧑🏿‍💻	،موجد, جلد کی سیاہ رنگت, سافٹ ویئر, ٹیکنالوجسٹ, ٹیکنالوجسٹ: جلد کی سیاہ رنگت, ڈویلپر, کوڈر
👨‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, موجد, کمپیوٹر, کوڈر
👨🏻‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, جلد کی ہلکی رنگت, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی ہلکی رنگت, موجد, کمپیوٹر, کوڈر
👨🏼‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, جلد کی درمیانی -ہلکی رنگت, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی -ہلکی رنگت, موجد, کمپیوٹر, کوڈر
👨🏽‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, جلد کی درمیانی رنگت, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی رنگت, موجد, کمپیوٹر, کوڈر
👨🏾‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, جلد کی درمیانی سیاہ رنگت, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی سیاہ رنگت, موجد, کمپیوٹر, کوڈر
👨🏿‍💻	ایجاد کرنے والا, تکنیک دان, تکنیک کار, جلد کی سیاہ رنگت, فنی ماہر, لوگ, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی سیاہ رنگت, موجد, کمپیوٹر, کوڈر
👩‍💻	تکنیک داں خاتون, تکنیک کار خاتون, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
👩🏻‍💻	تکنیک داں خاتون, تکنیک کار خاتون, جلد کی ہلکی رنگت, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی ہلکی رنگت, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
👩🏼‍💻	تکنیک داں خاتون, تکنیک کار خاتون, جلد کی درمیانی -ہلکی رنگت, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی -ہلکی رنگت, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
👩🏽‍💻	تکنیک داں خاتون, تکنیک کار خاتون, جلد کی درمیانی رنگت, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی رنگت, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
👩🏾‍💻	تکنیک داں خاتون, تکنیک کار خاتون, جلد کی درمیانی سیاہ رنگت, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی سیاہ رنگت, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
👩🏿‍💻	تکنیک داں خاتون, تکنیک کار خاتون, جلد کی سیاہ رنگت, خاتون کوڈر, سافٹ ویئر, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی سیاہ رنگت, لوگ, لیپ ٹاپ, موجد, ڈیویلپر, کمپیوٹر, کوڈر
🧑‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, راک, سنگر
🧑🏻‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, جلد کی ہلکی رنگت, راک, سنگر, سنگر: جلد کی ہلکی رنگت
🧑🏼‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, جلد کی درمیانی -ہلکی رنگت, راک, سنگر, سنگر: جلد کی درمیانی -ہلکی رنگت
🧑🏽‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, جلد کی درمیانی رنگت, راک, سنگر, سنگر: جلد کی درمیانی رنگت
🧑🏾‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, جلد کی درمیانی سیاہ رنگت, راک, سنگر, سنگر: جلد کی درمیانی سیاہ رنگت
🧑🏿‍🎤	اداکار, اسٹار, تفریح فراہم کرنے والا, جلد کی سیاہ رنگت, راک, سنگر, سنگر: جلد کی سیاہ رنگت
👨‍🎤	اسٹار, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گیت سنگیت
👨🏻‍🎤	اسٹار, جلد کی ہلکی رنگت, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گلوکار: جلد کی ہلکی رنگت, گیت سنگیت
👨🏼‍🎤	اسٹار, جلد کی درمیانی -ہلکی رنگت, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گلوکار: جلد کی درمیانی -ہلکی رنگت, گیت سنگیت
👨🏽‍🎤	اسٹار, جلد کی درمیانی رنگت, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گلوکار: جلد کی درمیانی رنگت, گیت سنگیت
👨🏾‍🎤	اسٹار, جلد کی درمیانی سیاہ رنگت, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گلوکار: جلد کی درمیانی سیاہ رنگت, گیت سنگیت
👨🏿‍🎤	اسٹار, جلد کی سیاہ رنگت, راک اسٹار, سنگر, فنکار, لوگ, گلوکار, گلوکار: جلد کی سیاہ رنگت, گیت سنگیت
👩‍🎤	اسٹار, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ
👩🏻‍🎤	اسٹار, جلد کی ہلکی رنگت, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ, گلوکارہ: جلد کی ہلکی رنگت
👩🏼‍🎤	اسٹار, جلد کی درمیانی -ہلکی رنگت, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ, گلوکارہ: جلد کی درمیانی -ہلکی رنگت
👩🏽‍🎤	اسٹار, جلد کی درمیانی رنگت, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ, گلوکارہ: جلد کی درمیانی رنگت
👩🏾‍🎤	اسٹار, جلد کی درمیانی سیاہ رنگت, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ, گلوکارہ: جلد کی درمیانی سیاہ رنگت
👩🏿‍🎤	اسٹار, جلد کی سیاہ رنگت, سنگر, فنکار, فنکارہ, لوگ, گلوکارہ, گلوکارہ: جلد کی سیاہ رنگت
🧑‍🎨	آرٹسٹ, رنگوں کی تختی
🧑🏻‍🎨	آرٹسٹ, آرٹسٹ: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, رنگوں کی تختی
🧑🏼‍🎨	آرٹسٹ, آرٹسٹ: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, رنگوں کی تختی
🧑🏽‍🎨	آرٹسٹ, آرٹسٹ: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, رنگوں کی تختی
🧑🏾‍🎨	آرٹسٹ, آرٹسٹ: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, رنگوں کی تختی
🧑🏿‍🎨	آرٹسٹ, آرٹسٹ: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, رنگوں کی تختی
